,index,ID,INV_x,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV_y,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
588,588,0,1632,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κλαυδιου Αντιοχου,(Τι.) Κ'(λαυδιου) Α'ν'τ'ι'οχ'ου',,(Τι.),Κ(λαυδιου),Αντιοχου,,,"CIL, IV, 10439: colore nigro spatiis longis m. circiter 0,035 latis m. circiter 0,009 inscriptum est. (Τι.) Κ(λαυδίου) Ἀντιόχου. Cf. inscriptiones 5751. 5806. 6403 sq. 9760 sq., praeterea 6050. [DANIEL MARTIN-ARROYO]: se interpreta  Κ'(λαυδιου) a partir de CIL, IV, 9760: Τι. / Κλα(---) / Αντιοκου. Consultado OPEL, IV, 2, pp. 60-62, existen dos nomina que empiezan por Cla-: Claudius, frecuentísimo, y Clauenius, con un solo caso atestiguado. Por tanto, se escoge la primera opción.",588,1632,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
589,589,0,1633,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κλαυδιου Αντιοχου,(Τι.) Κ'(λαυδιου) Α'ν'τ'ι'οχ'ου',,(Τι.),Κ(λαυδιου),Αντιοχου,,,"CIL, IV, 10439: colore nigro spatiis longis m. circiter 0,035 latis m. circiter 0,009 inscriptum est. (Τι.) Κ(λαυδίου) Ἀντιόχου. Cf. inscriptiones 5751. 5806. 6403 sq. 9760 sq., praeterea 6050. [DANIEL MARTIN-ARROYO]: se interpreta  Κ'(λαυδιου) a partir de CIL, IV, 9760: Τι. / Κλα(---) / Αντιοκου. Consultado OPEL, IV, 2, pp. 60-62, existen dos nomina que empiezan por Cla-: Claudius, frecuentísimo, y Clauenius, con un solo caso atestiguado. Por tanto, se escoge la primera opción.",589,1633,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
590,590,0,1634,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κλαυδιου Αντιοχου,(Τι.) Κ'(λαυδιου) Α'ν'τ'ι'οχ'ου',,(Τι.),Κ(λαυδιου),Αντιοχου,,,"CIL, IV, 10439: colore nigro spatiis longis m. circiter 0,035 latis m. circiter 0,009 inscriptum est. (Τι.) Κ(λαυδίου) Ἀντιόχου. Cf. inscriptiones 5751. 5806. 6403 sq. 9760 sq., praeterea 6050. [DANIEL MARTIN-ARROYO]: se interpreta  Κ'(λαυδιου) a partir de CIL, IV, 9760: Τι. / Κλα(---) / Αντιοκου. Consultado OPEL, IV, 2, pp. 60-62, existen dos nomina que empiezan por Cla-: Claudius, frecuentísimo, y Clauenius, con un solo caso atestiguado. Por tanto, se escoge la primera opción.",590,1634,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
591,591,0,1635,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κλαυδιου Αντιοχου,(Τι.) Κ'(λαυδιου)Α'ν'τ'ι'οχ'ου',,(Τι.),Κ(λαυδιου),Αντιοχου,,,"CIL, IV, 10439: colore nigro spatiis longis m. circiter 0,035 latis m. circiter 0,009 inscriptum est. (Τι.) Κ(λαυδίου) Ἀντιόχου. Cf. inscriptiones 5751. 5806. 6403 sq. 9760 sq., praeterea 6050. [DANIEL MARTIN-ARROYO]: se interpreta  Κ'(λαυδιου) a partir de CIL, IV, 9760: Τι. / Κλα(---) / Αντιοκου. Consultado OPEL, IV, 2, pp. 60-62, existen dos nomina que empiezan por Cla-: Claudius, frecuentísimo, y Clauenius, con un solo caso atestiguado. Por tanto, se escoge la primera opción.",591,1635,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
592,592,0,1636,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Τι. Κλαυδιου Αντιοχου,(Τι.) Κ'(λαυδιου)Α'ν'τ'ι'οχ'ου',,(Τι.),Κ(λαυδιου),Αντιοχου,,,"CIL, IV, 10439: colore nigro spatiis longis m. circiter 0,035 latis m. circiter 0,009 inscriptum est. (Τι.) Κ(λαυδίου) Ἀντιόχου. Cf. inscriptiones 5751. 5806. 6403 sq. 9760 sq., praeterea 6050. [DANIEL MARTIN-ARROYO]: se interpreta  Κ'(λαυδιου) a partir de CIL, IV, 9760: Τι. / Κλα(---) / Αντιοκου. Consultado OPEL, IV, 2, pp. 60-62, existen dos nomina que empiezan por Cla-: Claudius, frecuentísimo, y Clauenius, con un solo caso atestiguado. Por tanto, se escoge la primera opción.",592,1636,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
593,593,0,1637,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,?,M,S,Τι. Κ. Απαρολα,Τι. · Κ(---) · / Απαρολα,,Τι. ·,Κ(---) · /,Απαρολα,,,"CIL, IV, 10440: colore nigro. Τι. Κ(λαυδίου) / Απαρολα. Nomina videntur esse eadem, quae Augusus Mau in amphoris quattuor legit 6406. [Ubi ne perperam legerit ΑΠΑΡΟΧΑ, verendum est, etsi certe lectum esse affirmat. Quattuor inscriptionibus novis collatis littera Χ, quam posuit, λ habenda videtur.]",593,1637,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
594,594,0,1638,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,?,M,S,Τι. Κ. Απαρολα,Τι. · Κ(---) · / Απαρολα,,Τι. ·,Κ(---) · /,Απαρολα,,,"CIL, IV, 10440: colore nigro. Τι. Κ(λαυδίου) / Απαρολα. Nomina videntur esse eadem, quae Augusus Mau in amphoris quattuor legit 6406. [Ubi ne perperam legerit ΑΠΑΡΟΧΑ, verendum est, etsi certe lectum esse affirmat. Quattuor inscriptionibus novis collatis littera Χ, quam posuit, λ habenda videtur.]",594,1638,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
595,595,0,1639,1,,NUL,NIG,2,n/X,n/X,n/X,nX,nX,nX,nX,nX,nX,n,GRA,N,?,M,S,Τι. Κ. Απαρολα,Τι. · Κ(---) · / Απαρολα,,Τι. ·,Κ(---) · /,Απαρολα,,,"CIL, IV, 10440: colore nigro. Τι. Κ(λαυδίου) / Απαρολα. Nomina videntur esse eadem, quae Augusus Mau in amphoris quattuor legit 6406. [Ubi ne perperam legerit ΑΠΑΡΟΧΑ, verendum est, etsi certe lectum esse affirmat. Quattuor inscriptionibus novis collatis littera Χ, quam posuit, λ habenda videtur.]",595,1639,XXlNng,2,n,GRA,N,1,19,1912,32,30,23,14,9,6,5,3,2
596,596,0,1639,1,,NUL,INC,2,n/X,n/X,n/X,nX,nX,nX,nX,nX,nX,X,LAT,NUM,,,,XX {20},XX,,,,,,,"CIL, IV, 10440: gypso rubro scripta est.",596,1639,XXlNng,2,X,LAT,NUM,1,19,1912,32,30,23,14,9,6,5,3,2
597,597,0,1640,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,n,GRA,N,,M,,Τι. Κ. Απαρολα,Τι. Κ(---) Α[παρολα],,Τι.,Κ(---),Α[παρολα],,,"CIL, IV, 10440: colore nigro. Τι. Κ(λαυδίου) / Απαρολα. Nomina videntur esse eadem, quae Augusus Mau in amphoris quattuor legit 6406. [Ubi ne perperam legerit ΑΠΑΡΟΧΑ, verendum est, etsi certe lectum esse affirmat. Quattuor inscriptionibus novis collatis littera Χ, quam posuit, λ habenda videtur.]",597,1640,NNl,1,n,GRA,N,1,19,1912,16,16,12,9,6,4,4,3,2
598,598,0,1643,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,n,GRA,N,G,M,S,Τι. Κλ. Επαφροδιτου,Τι. Κ[λ][---] / Επαφροδιτου,,Τι.,Κ[λ][---] /,Επαφροδιτου,,,"CIL, IV, 10443: colore nigro. Τι. Κλαυ(δίου) / Ἐπαφροδίτου. Cf. inscriptiones 5942. 6408. 10444. Idem homo an in inscriptione 9424 nominetur, incertum est, cum ibi inscriptione 9418 collata etiam Ti. C(laudius) E(ulogus) intellegi possit. ",598,1643,NNl,1,n,GRA,N,8,82,820,16,16,12,9,6,4,4,3,2
599,599,0,1644,1,,NUL,NIG,2,n/=/N,n/=/N,n/=/N,nN,nN,nN,nN,nN,nN,n,GRA,N,G,M,S,Τι. Κλ. Επαφροδιτου,Τι. Κ(λ)[---] / Επαφ[ρο]διτου,,Τι.,Κ(λ)[---] /,Επαφ[ρο]διτου,,,"CIL, IV, 10444: colore nigro. a) Τι. Κ(λαυδίου) / Ἐπαφ[ρο]δίτου. Ad Epaphroditum cf., quae ad inscriptionem 10443 adnotavi. M. Antoni Cerialis nomen altera manu scriptum est.",599,1644,NNlNng,2,n,GRA,N,2,26,264,34,32,25,15,9,6,5,3,2
600,600,0,1644,1,,NUL,NIG,2,n/=/N,n/=/N,n/=/N,nN,nN,nN,nN,nN,nN,N,LAT,N,,M,,M. Ant. Cerialis,M. · Ant. · Ciir(ialis),,M. ·,Ant. ·,Ciir(ialis),,,"CIL, IV, 10444: colore nigro. a) M. Ant(oni) Cer(ialis). Ad Epaphroditum cf., quae ad inscriptionem 10443 adnotavi. M. Antoni Cerialis nomen altera manu scriptum est.",600,1644,NNlNng,2,N,LAT,N,2,26,264,34,32,25,15,9,6,5,3,2
601,601,0,1645,1,,NUL,NIG,2,n/=/N,n/=/N,n/=/N,nN,nN,nN,nN,nN,nN,N,LAT,N,G,M,S,M. Ant. Cerialis,M. · Ant. · Ciirialis,,M. ·,Ant. ·,Ciirialis,,,"CIL, IV, 10444: colore nigro. b) M. Ant(oni) Cerialis. Ad Epaphroditum cf., quae ad inscriptionem 10443 adnotavi. M. Antoni Cerialis nomen altera manu scriptum est.",601,1645,NNlNng,2,N,LAT,N,2,26,264,34,32,25,15,9,6,5,3,2
602,602,0,1645,1,,NUL,NIG,2,n/=/N,n/=/N,n/=/N,nN,nN,nN,nN,nN,nN,n,GRA,N,,M,,Τι. Κλ. Επαφροδιτου,Τι. Κ(λ)[---] / Επαφρο[δ]ιτο[υ],,Τι.,Κ(λ)[---] /,Επαφρο[δ]ιτο[υ],,,"CIL, IV, 10444: colore nigro. b) Τι. Κ(λαυδίου) / Ἐπαφροδίτου. Ad Epaphroditum cf., quae ad inscriptionem 10443 adnotavi. M. Antoni Cerialis nomen altera manu scriptum est.",602,1645,NNlNng,2,n,GRA,N,2,26,264,34,32,25,15,9,6,5,3,2
603,603,0,1646,1,,NUL,NIG,2,n/=/N,n/=/N,n/=/N,nN,nN,nN,nN,nN,nN,n,GRA,N,G,M,S,Τι. Κλ. Επαφροδιτου,Τι. Κ(λ)[---] / Επαφροδιτου,,Τι.,Κ(λ)[---] /,Επαφροδιτου,,,"CIL, IV, 10444: colore nigro. c) Τι. Κ(λαυδίου) / Ἐπαφ[ρο]δίτου. Ad Epaphroditum cf., quae ad inscriptionem 10443 adnotavi. M. Antoni Cerialis nomen altera manu scriptum est.",603,1646,NNlNng,2,n,GRA,N,2,26,264,34,32,25,15,9,6,5,3,2
604,604,0,1646,1,,NUL,NIG,2,n/=/N,n/=/N,n/=/N,nN,nN,nN,nN,nN,nN,N,LAT,N,,M,,M. Ant. Cerialis,M. · Ant. · Ciir(ialis) ·,,M. ·,Ant. ·,Ciir(ialis) ·,,,"CIL, IV, 10444: colore nigro. c) M. Ant(oni) Cer(ialis). Ad Epaphroditum cf., quae ad inscriptionem 10443 adnotavi. M. Antoni Cerialis nomen altera manu scriptum est.",604,1646,NNlNng,2,N,LAT,N,2,26,264,34,32,25,15,9,6,5,3,2
605,605,0,1649,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Κ. Μυρα. Ευπο.,Κ. Μυρα(---) Ευπο(---),,Κ.,Μυρα(---),Ευπο(---),,,"CIL, IV, 10446: colore nigro. Κ. μυρα Εὑπο[ρ   ?].",605,1649,Nng,1,n,GRA,N,2,29,292,13,13,9,7,5,4,4,3,2
606,606,0,1651,0,,INC,CAR,1,i,n?,n,i,n?,n,,n?,n,i,GRA,N?,,,,Λιγ. && Λυττιοϲ,Λιγ(---) && Λ[υ]τ(τιοϲ),,,,,,,"CIL, IV, 10448: colore nigro. Λιγ(?) / Μ. Κ. Α. [DANIEL MARTIN-ARROYO]: Μ. Κ. Ν. por asimilación a CIL, IV, 10452-10454.",606,1651,Nng,1,i,GRA,N?,1,19,199,13,13,9,7,5,4,4,3,2
607,607,0,1652,1,,NUL,CAR,2,i/\i,p?/\n?,p/\n,ii,p?n?,pn,,p?n?,pn,i,GRA,P?,,,,Λιγ. && Λυττιοϲ,Λιγ(---) && Λ[υ]τ(τιοϲ),,,,Λιγ(---) && Λ[υ]τ(τιοϲ),,,"CIL, IV, 10448: colore nigro. Λιγ(?) / Μ. Κ. Α. [DANIEL MARTIN-ARROYO]: Μ. Κ. Ν. por asimilación a CIL, IV, 10452-10454.",607,1652,NngPpg,2,i,GRA,P?,2,26,263,36,34,27,17,10,7,5,3,2
608,608,0,1652,1,,NUL,NIG,2,i/\i,p?/\n?,p/\n,ii,p?n?,pn,,p?n?,pn,i,GRA,N?,,,,Μ. Κ. Α. && Μ. Κλ. && Μ. Κ. Ν.,Μ. · Κ. Α. && Μ. · Κλ. && Μ. · Κ. Ν.,,Μ. ·,Κ. && Κλ.,Α. && Ν.,,,"CIL, IV, 10448: colore nigro. Λιγ(?) / Μ. Κ. Α. [DANIEL MARTIN-ARROYO]: Μ. Κ. Ν. por asimilación a CIL, IV, 10452-10454.",608,1652,NngPpg,2,i,GRA,N?,2,26,263,36,34,27,17,10,7,5,3,2
609,609,0,1653,1,,NUL,NIG,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Εια. && Ειλ.,Εια(---) && Ειλ(---),,,,Εια(---) && Ειλ(---),,,"CIL, IV, 10449: colore nigro. Λουκια(νός ? vel -νοῦ ?) (nisi Λουκίλ(ιος ? vel -ίου ?) / ειλ.",609,1653,NngNng,2,i,GRA,N?,1,19,1912,35,33,26,16,10,7,5,3,2
610,610,0,1653,1,,NUL,NIG,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Λουκια. && Λουκιλ.,Λουκια- && Λουκιλ-,,,,Λουκια- && Λουκιλ-,,,"CIL, IV, 10449: colore nigro. Λουκια(νός ? vel -νοῦ ?) (nisi Λουκίλ(ιος ? vel -ίου ?) / ειλ.",610,1653,NngNng,2,i,GRA,N?,1,19,1912,35,33,26,16,10,7,5,3,2
611,611,0,1654,1,,NUL,NIG,2,i/i,x?/n?,x/n,ii,x?n?,xn,,x?n?,xn,i,GRA,N?,,,,Λουκι.,Λουκι(---),,Λουκι(---),Λουκι(---),Λουκι(---),,,"CIL, IV, 10450: colore nigro. Litterae Ν latae m. 0,061 altae m. 0,049 inscriptum. Ν / Λουκí[ou].",611,1654,NngXxg,2,i,GRA,N?,1,19,1912,37,35,28,17,10,7,5,3,2
612,612,0,1654,1,,NUL,NIG,2,i/i,x?/n?,x/n,ii,x?n?,xn,,x?n?,xn,i,GRA,NUM?,,,,Ν {50} && Ν. Λουκι.,Ν && Ν. / Λουκι(---),,,,Ν && Ν. / Λουκι(---),,,"CIL, IV, 10450: colore nigro. Litterae Ν latae m. 0,061 altae m. 0,049 inscriptum. Ν / Λουκí[ou].",612,1654,NngXxg,2,i,GRA,NUM?,1,19,1912,37,35,28,17,10,7,5,3,2
613,613,0,1655,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Λουκιου,Λ'ου'κιου,,Λουκιου,Λουκιου,Λουκιου,,,"CIL, IV, 10450: colore nigro. Litterae Ν latae m. 0,061 altae m. 0,049 inscriptum.",613,1655,Nng,1,n,GRA,N,2,21,210,13,13,9,7,5,4,4,3,2
614,614,0,1657,1,,NUL,NIG,3,i/n/i,p?/n/n?,p/n/n,ini,p?nn?,pnn,n,p?nn?,pnn,i,GRA,N?,,,,Ευρυ.,Ευρυ(---),,,,Ευρυ(---),,,"CIL, IV, 10452: colore nigro litteris altis m. circiter 0,008. Εὑρύ(του?).",614,1657,NngNngPpg,3,i,GRA,N?,2,26,263,61,59,50,31,19,12,9,5,4
615,615,0,1657,1,,PRO,NIG,3,i/n/i,p?/n/n?,p/n/n,ini,p?nn?,pnn,n,p?nn?,pnn,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,,,,"CIL, IV, 10452: colore nigro litteris altis m. circiter 0,008. Λúτ(τιος).",615,1657,NngNngPpg,3,i,GRA,P?,2,26,263,61,59,50,31,19,12,9,5,4
616,616,0,1657,1,,NUL,NIG,3,i/n/i,p?/n/n?,p/n/n,ini,p?nn?,pnn,n,p?nn?,pnn,n,GRA,N,,M,,Μ. Κ. Ν.,Μ. · Κ. · Ν.,,Μ. ·,Κ. ·,Ν.,,,"CIL, IV, 10452: colore nigro litteris altis m. circiter 0,008.",616,1657,NngNngPpg,3,n,GRA,N,2,26,263,61,59,50,31,19,12,9,5,4
617,617,0,1658,1,,NUL,NIG,4,i/i/n/I,p?/x?/n/N?,p/x/n/N,iinI,p?x?nN?,pxnN,n,p?x?nN?,pxnN,n,GRA,N,,M,S,Μ. Κ. Ν.,Μ. Κ. Ν.,,Μ.,Κ.,Ν.,,,"CIL, IV, 10453: colore nigro.",617,1658,NNlNngPpgXxg,4,n,GRA,N,1,19,1912,49,47,40,25,15,9,6,4,3
618,618,0,1658,1,,NUL,NIG,4,i/i/n/I,p?/x?/n/N?,p/x/n/N,iinI,p?x?nN?,pxnN,n,p?x?nN?,pxnN,I,LAT,N?,,,,Sai. && S. A. I.,Sai(---) && S. A. I.,,S.,Sai(---) && A.,Sai(---) && I.,,,"CIL, IV, 10453: colore nigro. Sub ansa. Sai.",618,1658,NNlNngPpgXxg,4,I,LAT,N?,1,19,1912,49,47,40,25,15,9,6,4,3
619,619,0,1658,1,,PRO,NIG,4,i/i/n/I,p?/x?/n/N?,p/x/n/N,iinI,p?x?nN?,pxnN,n,p?x?nN?,pxnN,p,GRA,P?,,,,Λυττιοϲ,Λυ(ττιοϲ) && Λυ/τ(τιοϲ),,,,Λυ(ττιοϲ) && Λυ/τ(τιοϲ),,Λυ(ττιοϲ) && Λυ/τ(τιοϲ),"CIL, IV, 10453: colore nigro. Λú/τ(τιος).",619,1658,NNlNngPpgXxg,4,p,GRA,P?,1,19,1912,49,47,40,25,15,9,6,4,3
620,620,0,1658,1,,NUL,NIG,4,i/i/n/I,p?/x?/n/N?,p/x/n/N,iinI,p?x?nN?,pxnN,n,p?x?nN?,pxnN,i,GRA,NUM?,,,,Τ {300},Τ,,,,Τ,,,"CIL, IV, 10453: colore nigro.",620,1658,NNlNngPpgXxg,4,i,GRA,NUM?,1,19,1912,49,47,40,25,15,9,6,4,3
621,621,0,1659,1,,NUL,NIG,3,i/n/I,p?/n/N?,p/n/N,inI,p?nN?,pnN,n,p?nN?,pnN,n,GRA,N,,M,S,Μ. Κ. Ν.,Μ. Κ. Ν.,,Μ.,Κ.,Ν.,,,"CIL, IV, 10453: colore nigro.",621,1659,NNlNngPpg,3,n,GRA,N,1,19,1912,68,66,57,35,20,13,9,5,4
622,622,0,1659,1,,NUL,NIG,3,i/n/I,p?/n/N?,p/n/N,inI,p?nN?,pnN,n,p?nN?,pnN,I,LAT,N?,,,,Sai. && S. A. I.,Sai(---) && S. A. I.,,S.,Sai(---) && A.,Sai(---) && I.,,,"CIL, IV, 10453: colore nigro. Sub ansa. Sai.",622,1659,NNlNngPpg,3,I,LAT,N?,1,19,1912,68,66,57,35,20,13,9,5,4
623,623,0,1659,1,,PRO,NIG,3,i/n/I,p?/n/N?,p/n/N,inI,p?nN?,pnN,n,p?nN?,pnN,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,,,,"CIL, IV, 10453: colore nigro. Λúτ(τιος).",623,1659,NNlNngPpg,3,i,GRA,P?,1,19,1912,68,66,57,35,20,13,9,5,4
624,624,0,1660,1,,NUL,NIG,6,i/n/n/i/i/i,p?/n/n/n?/i/n?,p/n/n/n/i/n,inniii,p?nnn?in?,pnnnin,nn,p?nnn?n?,pnnnn,n,GRA,N,G,M,S,δι Αθηνιωνου,διΑ[θη]νιωνου,δι,,,Α[θη]νιωνου,,,"CIL, IV, 10454: colore nigro. δι᾿ Ἀθηνιώνου. Cf. similes amphorarum inscriptiones 6469 sq. 7000.",624,1660,IigNngNngNngNngPpg,6,n,GRA,N,8,82,820,99,97,85,54,33,20,13,8,7
625,625,0,1660,1,,NUL,NIG,6,i/n/n/i/i/i,p?/n/n/n?/i/n?,p/n/n/n/i/n,inniii,p?nnn?in?,pnnnin,nn,p?nnn?n?,pnnnn,n,GRA,N,,M,S,Μ. Κ. Ν.,Μ. Κ. Ν.,,Μ.,Κ.,Ν.,,,"CIL, IV, 10454: colore nigro. Cf. similes amphorarum inscriptiones 6469 sq. 7000.",625,1660,IigNngNngNngNngPpg,6,n,GRA,N,8,82,820,99,97,85,54,33,20,13,8,7
626,626,0,1660,1,,NUL,NIG,6,i/n/n/i/i/i,p?/n/n/n?/i/n?,p/n/n/n/i/n,inniii,p?nnn?in?,pnnnin,nn,p?nnn?n?,pnnnn,i,GRA,N?,,,,Αχιλ.,Αχιλ(---),,,,Αχιλ(---),,,"CIL, IV, 10454: colore nigro. αχια. Cf. similes amphorarum inscriptiones 6469 sq. 7000.",626,1660,IigNngNngNngNngPpg,6,i,GRA,N?,8,82,820,99,97,85,54,33,20,13,8,7
627,627,0,1660,1,,NUL,NIG,6,i/n/n/i/i/i,p?/n/n/n?/i/n?,p/n/n/n/i/n,inniii,p?nnn?in?,pnnnin,nn,p?nnn?n?,pnnnn,i,GRA,N?,,,,Επα.,Επα(---),,,,Επα(---),,,"CIL, IV, 10454: colore nigro. Ἔπα(φροδιτ   ?). Cf. similes amphorarum inscriptiones 6469 sq. 7000.",627,1660,IigNngNngNngNngPpg,6,i,GRA,N?,8,82,820,99,97,85,54,33,20,13,8,7
628,628,0,1660,1,,NUL,NIG,6,i/n/n/i/i/i,p?/n/n/n?/i/n?,p/n/n/n/i/n,inniii,p?nnn?in?,pnnnin,nn,p?nnn?n?,pnnnn,i,GRA,I,,,,Ευρυ. && ερ... ,Ε[υρυ.] && ερ[---],,,,Ε[υρυ.],,,"CIL, IV, 10454: colore nigro. ερ... Cf. similes amphorarum inscriptiones 6469 sq. 7000.",628,1660,IigNngNngNngNngPpg,6,i,GRA,I,8,82,820,99,97,85,54,33,20,13,8,7
629,629,0,1660,1,,PRO,NIG,6,i/n/n/i/i/i,p?/n/n/n?/i/n?,p/n/n/n/i/n,inniii,p?nnn?in?,pnnnin,nn,p?nnn?n?,pnnnn,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,,,,"CIL, IV, 10454: colore nigro. Λúτ(τιος). Cf. similes amphorarum inscriptiones 6469 sq. 7000.",629,1660,IigNngNngNngNngPpg,6,i,GRA,P?,8,82,820,99,97,85,54,33,20,13,8,7
630,630,0,1661,1,,NUL,NIG,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,n,GRA,N,N,M,S,Μ. Π. Τευπωνοϲ,Μ. · Π. Τευπωνοϲ,,Μ. ·,Π.,Τευπωνοϲ,,,"CIL, IV, 10455: colore nigro. Μ. Π(ομ.) Τεύπωνος. Eadem inscripta sunt amphoris 6472-6483. 7004. 9789-9791. 10460; cf. etiam 9792. Teuponis nomen gentilicium. Πομ. indicatur inscriptionibus 7004. 9789. 10460.",630,1661,NngPpg,2,n,GRA,N,1,19,1912,36,34,27,17,10,7,5,3,2
631,631,0,1661,1,,PRO,NIG,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,p,GRA,P,,,,Λυττιοϲ,Λυττιοϲ,,,,,,,"CIL, IV, 10455: colore nigro. Λúττιος. Eadem inscripta sunt amphoris 6472-6483. 7004. 9789-9791. 10460.",631,1661,NngPpg,2,p,GRA,P,1,19,1912,36,34,27,17,10,7,5,3,2
632,632,0,1662,1,,NUL,NIG,2,i/n,p?/n,p/n,in,p?n,pn,n,p?n,pn,n,GRA,N,N,M,S,Π. Λ. Καικιλιαϲ && Πλ. Καικιλιαϲ,Π. [Λ]. Και[κ]ιλιαϲ && Π[λ]. Και[κ]ιλιαϲ,,Π.,[Λ]. && Π[λ].,Και[κ]ιλιαϲ,,,"CIL, IV, 10456: colore nigro. Π. Καικιλίας. Caeciliae nomen inscriptum est etiam amphoris 6544 sq. 9759.",632,1662,NngPpg,2,n,GRA,N,1,19,1912,36,34,27,17,10,7,5,3,2
633,633,0,1662,1,,PRO,NIG,2,i/n,p?/n,p/n,in,p?n,pn,n,p?n,pn,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,,,,"CIL, IV, 10456: colore nigro. Λúτ(τιος).",633,1662,NngPpg,2,i,GRA,P?,1,19,1912,36,34,27,17,10,7,5,3,2
634,634,0,1663,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Μαρκου,Μ'αρ'κ'ου,,Μαρκου,Μαρκου,Μαρκου,,,"CIL, IV, 10457: colore nigro.",634,1663,Nng,1,n,GRA,N,2,26,264,13,13,9,7,5,4,4,3,2
635,635,0,1664,0,,NUL,NIG,1,i,i,i,i,i,i,,,,i,GRA,I,,,,νεικιου,ν'ε'ικ'ιου,,,,νεικιου,,,"CIL, IV, 10458: colore nigro.",635,1664,Iig,1,i,GRA,I,2,24,242,15,15,11,8,5,4,4,3,2
636,636,0,1665,0,,NUL,NIG,1,i,i,i,i,i,i,,,,i,GRA,I,,,,νεικιου,ν'ε'ικ'ιου,,,,νεικιου,,,"CIL, IV, 10458: colore nigro.",636,1665,Iig,1,i,GRA,I,2,24,242,15,15,11,8,5,4,4,3,2
637,637,0,1667,1,,NUL,NIG,3,n/=/i/i,n/=/p?/i,n/=/p/i,nii,np?i,npi,n,np?,np,n,GRA,N,N,M,S,Μ. Πομ. Τευπωνοϲ,Μ. Πομ(---) / Τευπωνοϲ,,Μ.,Πομ(---) /,Τευπωνοϲ,,,"CIL, IV, 10460: colore nigro. In areis longis m. circiter 0,07 latis m. circiter 0,025 litteris altis m. circiter 0,005. Cf. amphorae inscriptionem 10455 et, quae ibi adnotavi.",637,1667,IigNngPpg,3,n,GRA,N,2,21,2110,63,61,52,32,19,12,9,5,4
638,638,0,1667,1,,NUL,NIG,3,n/=/i/i,n/=/p?/i,n/=/p/i,nii,np?i,npi,n,np?,np,i,GRA,I,,,,κπ,κπ,,,,κπ,,,"CIL, IV, 10460: colore nigro. In areis longis m. circiter 0,07 latis m. circiter 0,025 litteris altis m. circiter 0,005. Cf. amphorae inscriptionem 10455 et, quae ibi adnotavi.",638,1667,IigNngPpg,3,i,GRA,I,2,21,2110,63,61,52,32,19,12,9,5,4
